,text,labels
6603,[C][C][O][C][=N][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Branch1][N][Ring2][Ring1][Branch2][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=N][NH1][Ring1][Branch1][C][=C][Ring1][P],0.0
1725,[C][C][Branch1][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][C][C],0.0
3997,[C][C][O][C][=C][C][=C][Branch2][Ring1][=C][C][Branch1][C][C][Branch1][C][C][C][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][=C][Ring2][Ring1][=Branch2],0.0
1959,[C][C][=Branch1][C][=O][O][C@@][C][O][C@@H1][Ring1][Ring2][C][C@H1][Branch1][C][O][C@@][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][O][C][=C][Branch1][C][C][C@@H1][Branch2][Ring2][Ring1][O][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@][Branch1][C][O][Branch2][Ring1][Branch2][C@@H1][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring2][Ring2][N][Ring2][Branch1][Ring1][C][Ring2][Ring2][#Branch1][Branch1][C][C][C],0.0
2114,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch2][Ring1][Ring1][N][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][C][=C][Ring2][Ring1][N][N][Branch1][Ring1][C][C][C][C][N][Branch1][C][C][C],0.0
960,[C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.0
993,[C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=S][N][C][=Branch1][C][=O][O][C],0.0
4764,[C][C@H1][O][C@@H1][Branch2][#Branch1][Branch2][O][C@H1][C@@H1][Branch1][C][O][C][C@H1][Branch2][=Branch1][#Branch1][O][C@H1][C@@H1][Branch1][C][O][C][C@H1][Branch2][Branch1][=Branch1][O][C@H1][C][C][C@][Branch1][C][C][C@H1][C][C@@H1][Branch1][C][O][C@][Branch1][C][C][C@@H1][Branch1][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][C][C][C@][Ring1][N][Branch1][C][O][C@@H1][Ring2][Ring1][C][C][C][C@@H1][Ring2][Ring1][#Branch1][C][Ring2][Ring1][O][O][C@@H1][Ring2][Ring2][Ring1][C][O][C@@H1][Ring2][Ring2][N][C][C][C@H1][Branch1][C][O][C@@H1][Ring2][Branch1][Branch1][O],1.0
3115,[C][=C][C][C@@H1][C][=C][Branch1][C][C][C][C@H1][Branch1][C][C][C][C@H1][Branch1][Ring1][O][C][C@H1][O][C@@][Branch1][C][O][Branch2][Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][Branch1][/C][Branch1][C][C][=C][/C@@H1][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][Ring1][O][C][C][Ring1][=Branch2][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C][C][Ring2][Ring2][#C][=O][C@H1][Branch1][C][C][C][C@@H1][Ring2][Ring2][=Branch2][O][C],0.0
5734,[O][=C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],1.0
3176,[C][C][C][C][C][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.0
2096,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O],1.0
1888,[C][C][C@H1][Branch1][C][C][C@@H1][Branch2][Branch1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@@H1][C][S][C][Branch1][O][C@H1][Branch1][C][N][C@H1][Branch1][C][C][C][C][=N][Ring1][O][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch1][C][C][C][N][N][C][Ring2][Branch1][N][=O],1.0
1561,[O][C][C][N][Branch1][Ring2][C][C][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],0.0
2669,[O][=C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][C][#C][C][Cl],0.0
5627,[O][=S][=Branch1][C][=O][Branch2][#Branch2][=Branch1][O][C][C@H1][O][C@H1][Branch2][=Branch1][#Branch2][O][C@][Branch1][S][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][O][C@H1][Branch1][S][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C@@H1][Branch1][#C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C@@H1][Ring2][Ring1][#C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C@H1][Branch1][#C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C@@H1][Branch1][#C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C@@H1][Ring2][Branch1][=C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][O][AlH3][Branch1][C][O][O].[O][AlH3][Branch1][C][O][AlH3][Branch1][C][O][O].[O][AlH3][Branch1][C][O][AlH3][Branch1][C][O][O].[O][AlH3][Branch1][C][O][AlH3][Branch1][C][O][O].[O][AlH3][Branch1][C][O][AlH3][Branch1][C][O][O],1.0
4920,[N][C@@H1][Branch2][Branch1][=Branch2][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring2][Ring1][C][S][S][C][C@H1][Branch1][P][N][C][=Branch1][C][=O][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],1.0
2204,[O][=C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],1.0
6403,[N][=C][Branch2][Ring1][=C][N][C][C][C][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0.0
5150,[C][C][=Branch1][C][=O][O][C@][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@@][Ring2][Ring1][C][Ring2][Ring1][Branch2][C],1.0
5995,[N][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring1][=N],1.0
1290,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][S],1.0
6598,[C][=C][C][C][C@H1][Branch1][C][O][C][/C][Ring1][#Branch1][=C][/C][=C][\C][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][C][C@@H1][Ring1][=Branch1][C@H1][Branch1][C][C][/C][=C][/C@H1][Branch1][C][C][C][Branch1][C][C][C],1.0
3635,[C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1],0.0
1802,[O][=C][C][Branch1][C][O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Branch1][Ring1][Branch2],1.0
4549,[C][C][C][C][O][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],0.0
1019,[C][N][C][=Branch1][C][=O][C][C][=N][N][Branch2][Ring2][Ring1][C][=N][C][Branch1][C][N][=C][N][=C][N][Branch1][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][Ring1][=C][=N][Ring2][Ring1][Ring1][C][=Ring2][Ring1][Branch2],0.0
2542,[C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=C][N][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],1.0
4139,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N],0.0
4675,[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][O][C][=Branch1][C][=O][C][O],1.0
4840,[O][As][O][As][O][As][Ring1][=Branch1][O][As][Branch1][Ring2][O][Ring1][Branch2][O][Ring1][#Branch1],1.0
5385,[C][C][C][=N][C][=N][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][=C][Ring1][#Branch2],0.0
1201,[N][C][=C][C][=C][Branch1][O][/N][=N][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=C][Ring1][#C],1.0
6023,[O][=Bi][Cl],0.0
3987,[C][C@][C][C][C@H1][C@@H1][Branch2][Ring1][=Branch2][C][C][=C][C][C@@H1][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][C][C@@][Ring1][O][Ring1][#C][C][C@@H1][Ring2][Ring1][Ring2][C][C][C][Ring2][Ring1][#Branch1][=O],1.0
4114,[C][C][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=S][=C][C][=N][Ring1][=Branch2],1.0
6517,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2],1.0
5416,[Br][C][C][Br],0.0
3394,[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][Cl],0.0
7781,[C][C][C][C][O][C][C][Branch1][C][C][O],0.0
3128,[C][N][Branch1][C][C][C][=Branch1][C][=S][S][S][C][=Branch1][C][=S][N][Branch1][C][C][C],0.0
5020,[O][=C][Branch1][O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
3131,[C][=C][C][=C][NH1][C][Branch1][Branch2][C][=C][S][C][=N][Ring1][Branch1][=N][C][Ring1][#Branch2][=C][Ring1][=C],1.0
2789,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][O][=C][Ring2][Ring1][C],1.0
977,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0.0
3898,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][=C][C][=C][Ring1][N][C@H1][Ring1][S][C][C][C@@][Ring2][Ring1][Ring2][Ring2][Ring1][Branch2][C],1.0
2348,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][S][C][Branch1][=Branch2][S][C][C][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][Branch2][Ring1][Ring2][/C][=C][/C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][C][Ring1][#Branch1][=N][Ring1][O][=C][Ring2][Ring1][Ring1],1.0
3325,[N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O],1.0
4857,[N][Pt][Branch1][C][N][Branch1][C][Cl][Cl],0.0
4724,[C][C][O][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][=C][Ring1][S],0.0
3043,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C],0.0
1280,[O][=C][N][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][N][Ring1][=Branch2],0.0
825,[O][C][C@H1][O][C][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O],0.0
2256,[C][O][C][=Branch1][C][=O][C@H1][C@H1][C][C@@H1][C][NH1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][=Ring1][O][C][C][N][Ring1][#C][C][C@H1][Ring2][Ring1][Ring1][C][C@H1][Branch1][Ring1][O][C][C@@H1][Ring2][Ring1][=Branch2][O][C],0.0
7952,[C][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],0.0
3671,[C][C][Branch1][C][C][O][B][Branch1][#Branch1][O][C][Branch1][C][C][C][O][C][Branch1][C][C][C],0.0
938,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][O][C][=Branch1][C][=O][C][C][C][C][C][N][C][=Branch1][C][=N][N][C][=C][Ring2][Ring1][C],1.0
1929,[C][=C][C][C][C][C],0.0
929,[C][C][O][Si][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
2070,[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][Branch1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N][NH1][Ring1][S],1.0
1668,[C][O][C][=C][C][Branch2][Ring1][=N][/C][=C][/C][=Branch1][C][=O][C][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][=C][C][=C][Ring2][Ring1][Branch2][O],1.0
5314,[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][C][C][=O],0.0
7186,[N][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=N][Ring1][#C],1.0
6293,[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][Branch1][#C][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Ring1][=C][C][C][C][C][C][Ring1][=Branch1],1.0
4999,[C][C][=C][S][C][=Ring1][Branch1],0.0
6120,[C][O][C][=C][C][=Branch1][C][=O][O][C@@H1][Branch1][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C],1.0
518,[C][C][C][C][N][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C],0.0
6151,[N][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2],1.0
3949,[O][=C][Branch1][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
4709,[C][C][=C][C][=C][Branch2][Ring1][#Branch2][O][P][=Branch1][C][=O][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],1.0
351,[O][=C][Branch1][Ring2][C][C][S][O][C][C][Branch1][#Branch2][C][O][C][=Branch1][C][=O][C][C][S][Branch1][#Branch2][C][O][C][=Branch1][C][=O][C][C][S][C][O][C][=Branch1][C][=O][C][C][S],0.0
6436,[C][C][C][=Branch1][C][=O][O].[C][C][C][=Branch1][C][=O][O].[O][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][C][Branch1][Branch2][C][=N][C][C][N][Ring1][Branch1][=C][Ring1][O][N][C][=C][C][=C][C][Branch1][Branch2][C][=N][C][C][N][Ring1][Branch1][=C][Ring1][O],0.0
7003,[C][C][C][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
8011,[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][O],1.0
984,[C][C][O][C][=C][C][=C][Branch1][#C][N][=N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][C][=C][Ring1][S],1.0
7332,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][N][C][Branch1][C][C][Branch1][C][C][C],0.0
6147,[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C][Ring2][Ring1][Ring1][=O],1.0
159,[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C@@H1][Branch2][Ring1][=Branch2][N][C][C][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C@H1][Ring2][Ring1][Branch1][O],1.0
4438,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Cl],0.0
1898,[C][C][C][C][C][C][=Branch1][C][=O][O][C][C],0.0
2909,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C@H1][Branch1][C][O][C][C][C@H1][C@@H1][Branch1][Ring2][C][Ring1][N][N][Branch1][C][C][C][C][C@@][Ring1][S][Ring1][Branch2][Ring1][=N],0.0
6433,[C][N][C][C][N][Branch2][Ring2][C][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][C][Ring1][#Branch2][=C][Ring1][#C][O][C][N][Ring1][=Branch1][C][C][C][Ring2][Ring1][=Branch2],1.0
4125,[C][C][O][C][=Branch1][C][=O][C][=C][N][=C][N][Ring1][Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
4498,[O][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][=Branch1][=C][Branch1][C][Cl][Cl][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][Ring1][P],1.0
5724,[C][C][C][C][C][=C][Branch1][C][C][N][=C][Branch1][Ring2][N][C][C][N][=C][Ring1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C],0.0
4205,[C][=Branch1][#Branch2][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1][\C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
5272,[C][C@H1][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch2][Ring1][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1][C@@][Ring1][P][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Ring2][Ring1][#Branch1][C@@][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][P][Ring1][Branch2],0.0
1729,[O][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],1.0
4961,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][O][Ring1][O],1.0
3473,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][Ring1][=N],1.0
1051,[C][=C][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Ring1][C][C][C][C],1.0
3704,[O][=S][=Branch1][C][=O][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Ring1][=N][=C][Ring2][Ring1][C],0.0
5797,[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],1.0
7541,[C][C][O][C][=C][C][=C][N][=C][Branch1][C][N][S][C][Ring1][=Branch1][=C][Ring1][#Branch2],1.0
605,[C][O][C][=C][C][=C][Branch2][Ring2][#C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch2][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][N][=C][N][=C][Ring1][=Branch2][Ring1][N][C@@H1][Ring2][Ring1][Ring1][O][C][=C][Ring2][Ring1][S],0.0
1766,[C][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O][=C][C][Branch1][C][C][=C][Ring1][=N][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C][Ring1][Branch1],1.0
4440,[C][C][/C][Branch1][C][C][=N][/O][Si][Branch1][C][C][Branch1][=Branch2][O][/N][=C][Branch1][C][\C][C][C][O][/N][=C][Branch1][C][\C][C][C],0.0
914,[C][=C][C][=C][Branch2][Ring1][Ring2][B][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],1.0
5165,[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],0.0
5628,[C][C][=Branch1][C][=O][O][C][C][N][Branch1][=Branch2][C][C][O][C][Branch1][C][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][/N][=N][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][#N][C][=C][Ring2][Ring1][Ring1],0.0
3887,[O][=P][Branch1][C][O-1][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][P][=Branch1][C][=O][Branch1][C][O-1][O],0.0
7449,[C][C][=C][C][Branch1][C][C][C][Branch1][Ring1][C][=O][C][Branch1][C][C][C][Ring1][#Branch2],0.0
987,[C][C][Branch1][#C][N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
4009,[O][=C][Branch1][#C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],1.0
7564,[C][O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2],1.0
3024,[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][Branch1][C][C][O],0.0
4471,[O][=S][=Branch1][C][=O][Branch1][C][Cl][Cl],0.0
5713,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0.0
3204,[C][=C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],0.0
6978,[O][=C][O][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],1.0
1574,[C][C][N][Branch2][Ring1][#Branch2][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],0.0
157,[C][C][=N][C][=C][NH1][Ring1][Branch1],0.0
4870,[C][C][/C][=Branch2][Ring1][=C][=C][Branch1][=Branch2][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
7059,[C][O][C][Branch1][C][C][Branch1][Ring1][O][C][O][C],0.0
7494,[C][C][=C][C][Branch2][Ring1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][=Branch2][=C][C][Branch1][C][C][=C][Ring2][Ring1][Ring1][O],1.0
3956,[C][C][C][Branch1][C][C][C][=N][C][=C][N][=C][Ring1][=Branch1][O][C],0.0
976,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1].[O][=C][Branch1][C][O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0.0
1445,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=N],0.0
675,[O][=C][Branch1][Ring1][C][Br][C][=C][C][=C][C][=C][Ring1][=Branch1],1.0
